year,household_id,broad_income,taxable_income,mtr,mtr_prime
2023,19637,166093.0,106776.7,0.34649998,0.36814385935025523
2023,84183,54006.0,11304.0,0.22167969,0.1916722773236056
2023,13381,36000.0,34646.0,0.0,-0.00836253089602371
2023,18411,52838.0,59925.844,0.29650003,0.2846263944006941
2023,78760,82019.0,48957.418,0.3179297,0.3015964543014714
2023,39837,73557.0,101747.0,0.0,0.04413635600702742
2023,52612,0.0,0.0,0.0,0.010124542774023889
2023,61468,0.0,0.0,0.4961006,0.464578505675773
2023,71964,145600.0,98308.0,0.3455,0.3684465410469749
2023,43661,104203.0,67838.04,0.254,0.3070539130315475
2023,81712,13200.0,0.0,0.10510647,0.13091810448283386
2023,8131,95001.0,0.0,0.08350003,0.045515778507704836
2023,73451,165000.0,149950.0,0.2795,0.26739415580773823
2023,73590,110300.0,79504.0,0.22149998,0.25317275822566776
2023,57740,0.0,0.0,-0.0038249493,-0.021516685904995888
2023,14138,98325.0,43577.68,0.26121092,0.2723064041301694
2023,59376,0.0,0.0,0.0765,0.09586584990522194
2023,83039,144520.0,105933.59,0.38950002,0.3663267601450572
2023,43671,224742.0,157091.88,0.35399997,0.3525118384418998
2023,15420,50003.0,35504.04,0.22399998,0.1429682936100896
2023,9642,20.0,0.0,0.0,-0.025609691033357248
2023,63099,172630.0,170936.69,0.0,-0.006314203784829008
2023,20157,90075.0,56351.0,0.24599999,0.21480541234464706
2023,57921,60000.0,32300.0,0.23150003,0.2723103121621947
2023,43553,2960.0,0.0,0.5135,0.477746440755452
2023,35419,48000.0,34150.0,0.254,0.24299889593880708
2023,62503,42044.0,21901.32,0.29652345,0.299791966237267
2023,17649,71220.0,35550.0,0.22799999,0.264031817444701
2023,43679,53706.0,33639.4,0.254,0.21810345432674572
2023,32936,82664.0,51962.72,0.24400002,0.2730791114468488
2023,70847,120760.0,87816.8,0.34500003,0.34525585513571916
2023,80027,140000.0,112300.0,0.4225,0.397962298028916
2023,41440,5.0,0.0,0.0,0.01155258685658177
2023,47558,47510.0,13006.797,0.17650002,0.1814765148006832
2023,60968,285250.0,243250.0,0.3165,0.3014945861772618
2023,17593,69000.0,39800.0,0.22799999,0.22974503734279858
2023,446,97193.0,51178.56,0.36400783,0.354374990698268
2023,77916,55252.0,27464.559,0.20229685,0.20513478669677193
2023,4051,120733.0,85166.44,0.34649998,0.36305324635902836
2023,81947,121651.0,91534.68,0.40249997,0.4421503941775901
2023,9993,105101.0,7598.6797,0.0,-0.03094538747067123
2023,9360,122006.0,100650.8,0.3914922,0.44481802234324386
2023,12853,14082.0,1971.3789,0.0,-0.04880219498806255
2023,62780,165068.0,134546.23,0.29650003,0.2927053998038284
2023,61354,112001.0,53210.68,0.1965,0.21120793349997452
2023,82894,109001.0,77300.68,0.26950002,0.2765248138595135
2023,80154,52383.0,37010.44,0.26950002,0.25393252917062287
2023,14645,14572.0,0.0,0.0,-0.0052030562589318805
2023,64792,0.0,0.0,0.0,-0.012325023366470822
2023,48160,29000.0,8000.0,0.6283047,0.6135706010013214
2023,17753,0.0,0.0,0.3176992,0.3389392463799934
2023,26245,245021.0,211314.6,0.366,0.37492538381126606
2023,10362,0.0,0.0,0.1965,0.17917726345634374
2023,56123,47150.0,22802.0,0.2435,0.26598999116378536
2023,14006,90001.0,61930.68,0.22719532,0.23487781053549556
2023,6756,58009.0,21419.188,0.27023435,0.2905558993607445
2023,16183,56000.0,36318.0,0.22399998,0.2397406981599067
2023,27633,25000.0,0.0,0.0765,0.05577512329643672
2023,13568,0.0,0.0,0.28399998,0.26999545349107795
2023,12978,186481.0,153427.08,0.32720315,0.3458854946919854
2023,48317,105002.0,75621.36,0.1965,0.21175925997369674
2023,61570,338047.0,294058.53,0.3545,0.35397745585936186
2023,56944,0.0,0.0,0.2745,0.2774331969804857
2023,10120,94800.0,62880.0,0.0,0.03194162239471062
2023,77518,90000.0,61772.0,0.20229685,0.18750756834459498
2023,13378,45000.0,31150.0,0.2271992,0.24087663134474166
2023,35276,130000.0,98300.0,0.35399997,0.34894515603259746
2023,20627,9180.0,0.0,0.0,-0.005442030080680508
2023,40252,94900.0,68392.0,0.39217967,0.4196490892493563
2023,35075,199555.0,165243.4,0.35399997,0.3746353810681456
2023,39383,82479.0,41416.883,0.24467969,0.2650174303073646
2023,82681,24754.0,0.0,0.0,0.03263697017885823
2023,78254,35003.0,14052.039,0.1823008,0.18282590208635122
2023,36887,90000.0,60800.0,0.3476953,0.36474411532470197
2023,11064,502366.0,403420.22,0.5204687,0.512712042938191
2023,38673,0.0,0.0,0.0,0.008104158812211054
2023,11536,277883.0,287409.38,0.33221877,0.3289651898532713
2023,57923,0.0,0.0,0.0765,0.07892489769430648
2023,4132,171275.0,132427.0,0.34649998,0.36137890513192505
2023,8382,36525.0,38810.45,0.0,-0.020455517080836816
2023,9432,27050.0,12446.5,0.3535,0.4058096904752054
2023,86806,314964.0,240273.2,0.40249997,0.37734953923646375
2023,62020,275181.0,214713.08,0.3165,0.2861452927865384
2023,14501,161000.0,116500.0,0.332125,0.36107777994373336
2023,80596,8142.0,0.0,-0.05202341,-0.03223184344804574
2023,23608,65810.0,25866.8,0.43788284,0.4534858360596962
2023,53123,1654.0,0.0,0.0057382584,0.021446896093423404
2023,43269,11136.0,0.0,0.1412949,0.14098872728145775
2023,49653,34848.0,14715.898,0.0,-0.02243135928714579
2023,85436,3005.0,0.0,0.0808633,0.08275841094046937
2023,60298,40421.0,19568.0,0.1965,0.1795709605500573
2023,19073,0.0,0.0,-0.0153000355,0.00907795785875921
2023,50084,68510.0,40406.8,0.1965,0.19282356880030666
2023,11106,132000.0,76657.82,0.28575784,0.26512040975990525
2023,87764,55001.0,34806.203,0.20673436,0.19869971322304894
2023,14871,91375.0,59061.0,0.22653908,0.2368623617314939
2023,62073,70040.0,53677.203,0.29650003,0.28240691335961865
2023,80627,75000.0,33601.137,0.2676875,0.24713198963400207
2023,10067,9604.0,0.0,0.0,0.006092180287297808
2023,46731,7572.0,0.0,0.0,0.0061241642777180695
2023,32843,94840.0,123549.86,0.0,-0.012673579384278245
2023,18111,83009.0,55158.117,0.34600002,0.33422405809516814
2023,85827,101027.0,66497.09,0.4055156,0.41131685960566333
2023,71268,105000.0,68550.0,0.3455,0.30929788383317236
2023,39614,21925.0,4272.324,0.0,-0.03518659435941388
2023,24964,74899.0,55801.32,0.3535,0.33553890305175793
2023,44036,17001.0,0.0,0.2864961,0.2811599240171098
2023,17870,82024.0,66917.6,0.328,0.3357726981998561
2023,11509,64650.0,14429.0,0.0,0.0368839054237388
2023,20663,42001.0,27118.68,0.23699999,0.2584414791359587
2023,70509,0.0,0.0,0.19099998,0.18700152149212526
2023,48959,60000.0,32300.0,0.24150002,0.24102461482959342
2023,436,60070.0,43997.6,0.2912578,0.26619456455577717
2023,77708,349200.0,282916.0,0.33131248,0.3308496491888438
2023,59325,13000.0,0.0,0.2093252,0.20210872838582222
2023,13135,97633.0,59431.0,0.32720315,0.33527111857235603
2023,22404,230674.0,159335.05,0.3495,0.32881922688802906
2023,574,24775.0,10901.0,0.9918789,1.0048625896100272
2023,12880,119026.0,50467.68,0.22720313,0.26552160354711035
2023,32673,66000.0,38300.0,0.24400002,0.2412810139315534
2023,30533,86455.0,89649.4,0.0,0.010042793052473537
2023,27949,50268.0,35632.24,0.1965,0.21375360313063793
2023,83129,154009.0,82866.12,0.26950002,0.25946950536899177
2023,7252,382082.0,318036.72,0.0,0.0056023120452604195
2023,84250,56237.0,41961.16,0.26950002,0.26981482718568256
2023,60607,57900.0,41230.0,0.1965,0.1989419058015809
2023,84705,279165.0,245399.4,0.4225,0.40317476970872806
2023,84853,184370.0,138389.58,0.42140627,0.4220190234299599
2023,12209,49000.0,17700.0,0.20719922,0.2196491731701133
2023,73969,95602.0,57861.36,0.22149998,0.25777856969087826
2023,19770,8001.0,0.0,0.12599999,0.1499817577775269
2023,49190,115450.0,70096.0,0.24150002,0.2953295814649496
2023,12871,322504.0,249282.72,0.36549997,0.3463162842249179
2023,84530,362850.0,312578.0,0.0,0.021808015918016954
2023,14880,1.16754e+06,1.1276676e+06,0.431,0.4355835444214129
2023,68846,0.0,0.0,0.0,0.05474507333044181
2023,38823,45000.0,17300.0,0.2250508,0.20484334986532776
2023,47830,93458.0,101097.92,0.0,-0.020993046054519404
2023,14005,0.0,0.0,0.0765,0.06151518243338797
2023,84781,0.0,0.0,0.24797463,0.19487724106278706
2023,10001,96802.0,81823.36,0.35650003,0.3433561540218848
2023,48153,345000.0,311300.0,0.26349998,0.2445216586656253
2023,42848,0.0,0.0,0.43560058,0.43936042344684784
2023,78264,227652.0,186303.38,0.30229688,0.31084077630177764
2023,41784,222013.0,172268.84,0.36049998,0.4074042490458879
2023,38979,75600.0,44300.0,0.245,0.2687606007230228
2023,15729,64094.0,43211.2,0.22399998,0.20957738572025633
2023,44866,23000.0,9148.0,0.53739846,0.5149380907434516
2023,47972,277000.0,247900.0,0.3255,0.3377979907317544
2023,29505,59001.0,25256.68,0.23160154,0.19859570609844024
2023,59108,40260.0,17876.8,0.24400002,0.2897864867893337
2023,43368,8000.0,0.0,0.0,0.029486003018032177
2023,6439,50000.0,29585.0,0.24650002,0.23477062395617143
2023,12563,20711.0,0.0,0.0,-0.04282836322727194
2023,64847,36000.0,14150.0,0.1965,0.23034681269199542
2023,42331,40456.0,37717.6,0.0,-0.0028634961313154473
2023,12137,179263.0,145801.84,0.32718748,0.3581328863416644
2023,78431,53943.0,12502.039,0.28029686,0.24043617065553755
